Group1	Group2	Similarity
15	17	4.3930994103734395
15	19	3.721931433913154
15	21	3.7180920293240525
15	22	3.701519036473153
15	26	4.567768768442181
15	27	5.477598878752433
15	28	3.4378991799917293
15	31	3.7582029756363466
15	32	4.102660749084962
15	34	4.013429143053372
15	35	4.369942807647643
15	37	3.730333604448668
15	38	3.3030471112433366
15	43	3.827736402705444
15	44	3.412029816159471
15	45	3.2679374790922675
15	47	4.656515606545881
15	48	3.274973067701586
15	49	4.13870778789743
15	51	3.253572998541357
15	53	4.249373152733226
15	54	2.829105944486243
15	58	3.9665544322729946
15	60	2.8514945068438706
15	61	3.168960701379746
15	62	3.13736753427834
15	63	3.1291878932556174
15	64	3.134284204736679
15	66	3.057374759712415
15	67	3.0905295100577894
15	71	3.515362924565197
15	73	3.9843045080190307
15	79	3.093267712306482
15	83	3.080243125510412
15	85	2.8945300094616018
15	86	3.6428533850668248
15	88	3.0824347008925095
15	90	4.451391452668237
15	92	4.4234051166583885
15	93	4.440966051400617
15	95	2.9244260017229293
15	96	3.0607609925738046
15	97	3.2200752659465657
16	17	4.281432444335221
16	19	3.902283843711746
16	21	3.8044363985567897
16	22	3.8275742466327407
16	26	4.626156856763102
16	27	5.517626161638004
16	28	3.531169614025335
16	31	3.789621061944322
16	32	4.225543822421571
16	34	4.199555874086429
16	35	4.474205267482367
16	37	3.8072078709812627
16	38	3.4175652066174766
16	43	3.9129994619346586
16	44	3.4886281471250795
16	45	3.275908128297826
16	47	4.667456507168089
16	48	3.2788287878537634
16	49	4.234288850929974
16	51	3.255489666991482
16	53	4.266249829639826
16	54	2.9193995510053323
16	58	4.036482857636349
16	60	2.9194501744153083
16	61	3.1706908942324685
16	62	3.122499970381996
16	63	3.1140879025644193
16	64	3.1189010511604685
16	66	3.1339757530965633
16	67	3.16870962143605
16	71	3.507948006859276
16	73	4.054820651932489
16	79	3.071634589929581
16	83	3.0562430660056457
16	85	2.966526389150667
16	86	3.4191719972902823
16	88	3.056271163210919
16	90	4.424947007680516
16	92	4.239972980489044
16	93	4.413011108838599
16	95	2.985886448498098
16	96	3.033217448246033
16	97	3.1911451800830757
17	18	2.957208269139677
17	19	3.8742144185042333
17	20	2.8931627758054312
17	21	4.8827392311878715
17	22	2.848748298352463
17	23	3.1654790926832734
17	26	3.7046697136518474
17	27	3.956785681524989
17	28	3.5259489524099434
17	31	4.4939695837278775
17	32	4.554352540195728
17	34	3.0942559100586187
17	35	3.445879718471484
17	37	5.432782267690254
17	38	3.3695016342889748
17	43	2.8910649848870222
17	44	3.699517559067347
17	45	4.343787081174795
17	47	4.36366335400585
17	48	4.348243702304015
17	49	3.188519563767391
17	50	4.266102642417907
17	51	3.323978873978037
17	53	3.6606968029863984
17	54	3.8739787352799997
17	58	2.917993039088271
17	60	2.8829935833918032
17	61	4.195188251884042
17	62	4.186525948108522
17	63	3.177882335621337
17	64	3.183054116172639
17	66	3.083046598341325
17	67	3.115582025519441
17	71	5.168578849763353
17	73	3.006832215225838
17	76	3.693917115156741
17	81	3.6377874838311963
17	83	3.118531073903587
17	85	3.91083562713749
17	86	4.8438147314111095
17	88	4.118955031422238
17	89	3.087363001275313
17	90	4.119846010183233
17	92	3.5485241161933563
17	93	4.107531253322423
17	95	2.937336082513858
17	96	3.0948773234188747
17	97	4.1687597652767465
17	99	3.095423891682912
18	20	2.890175594504822
18	21	2.9049131671381625
18	23	3.8368809649449744
18	24	3.8548472007709242
18	25	3.7744627566713596
18	30	3.5011525803152077
18	36	3.493055103697121
18	39	3.481785873074581
18	40	3.381382528725255
18	46	3.329856999330572
18	50	3.254055493071971
18	55	3.6646474067526618
18	56	3.165575617414275
18	59	4.2746990195634
18	70	3.193994022790386
18	74	3.30890136848082
18	75	3.1119012297812296
18	78	3.1956424044199285
18	82	3.1737395178484906
18	84	3.145917949126077
18	87	3.135146214174217
18	89	3.0703343266286574
18	91	2.8250445649945277
18	94	3.0257602157742847
18	99	3.077743173154024
19	21	3.891077167602714
19	22	2.9118198164240683
19	26	3.7015276764200604
19	27	3.580971857909305
19	28	4.72752739133795
19	31	3.478153956746482
19	32	3.2651217496501697
19	34	3.1853819916976374
19	35	3.5350105097427607
19	37	3.477211146121068
19	38	3.45794208198767
19	43	2.950146908228462
19	44	3.395366545464813
19	45	3.3158278518445217
19	47	3.3352420748989378
19	48	3.3178286865704907
19	49	3.264335152657175
19	51	3.4281668424789613
19	53	3.301815456319162
19	54	3.93060009982732
19	58	2.923862594611293
19	60	2.939107331230896
19	61	3.19645578191447
19	62	3.147533109103117
19	63	3.13904331143158
19	64	3.511805309905828
19	66	3.2006695758829373
19	67	3.185392651105375
19	71	3.162860252458023
19	73	3.088106009421143
19	83	3.077767508147055
19	85	2.9671629498242273
19	86	3.0698269883576623
19	88	3.442152236508845
19	90	3.074956129572773
19	92	3.1219284613326606
19	93	3.0619450029454542
19	95	3.00205894745139
19	96	3.049868970619557
19	97	3.072461998611811
20	21	3.934768491835208
20	23	3.853243295750996
20	24	3.8192197376868124
20	25	4.147930162177404
20	30	3.5656730946934503
20	36	3.528883705200134
20	39	3.4380711876561225
20	40	3.447360750596082
20	46	3.4441252714135127
20	55	3.2932979182533897
20	56	3.2097559716609476
20	70	3.16661222512317
20	72	3.1589178340210182
20	74	3.1535568058808727
20	75	3.3054047945395206
20	80	2.807776820480472
20	82	3.1547919971806415
20	87	3.0957734494161127
20	89	3.1368310660591154
20	91	2.8750510671050957
20	94	3.079768908240605
21	22	2.948542187594932
21	23	2.915905575619885
21	24	2.806812583244374
21	25	3.2088090929324506
21	26	3.7892873561523808
21	27	3.653013005709503
21	28	3.580878908455618
21	31	3.571843694991756
21	32	4.246785671963647
21	34	3.1462470429777984
21	35	3.4926472008948997
21	37	4.478168813914567
21	38	3.4099431419928115
21	43	3.8780126452633548
21	44	3.3650562984718335
21	45	4.535746180740049
21	47	3.3964224301785833
21	48	4.377894244842985
21	49	3.3534847638668435
21	50	3.2974098234983678
21	51	3.3687077168754342
21	53	3.3241390124538146
21	54	3.9016119965483416
21	58	2.9400072518029257
21	60	2.907813083222257
21	61	4.208218192564095
21	62	4.274782217504242
21	63	3.222776902617554
21	64	3.221239818570863
21	66	3.0960846626491314
21	67	3.1281553232252364
21	71	4.180471036078024
21	73	3.0186166173454163
21	76	3.7083482027904515
21	81	3.6500339123295333
21	83	3.1495825958469696
21	85	4.053531242189149
21	86	3.146369643830276
21	88	4.148864636239766
21	90	3.1521190046535836
21	92	3.098412841254395
21	93	3.138514053965155
21	95	2.942061481999247
21	96	3.125577242240624
21	97	4.187499787818893
21	99	3.097894562270831
22	26	3.8593418408854645
22	27	3.716484035293595
22	34	3.615455334767993
22	35	3.6070135716694107
22	38	3.538730034494767
22	43	3.492515483446361
22	47	3.445451467938369
22	49	3.4239625059014647
22	58	3.319089496262708
22	73	3.2334757868840645
22	90	3.1778536993120827
22	92	3.1686789115777834
22	93	3.1651506375352474
23	24	4.866866802474124
23	25	4.944647340353127
23	30	4.574977636521836
23	32	3.2765920988672645
23	33	3.621580762477092
23	36	4.720337878879025
23	37	2.8702623446587707
23	39	4.502750704768176
23	40	4.448823227900757
23	41	3.4230153523852143
23	42	3.551124916196354
23	46	4.526275903506383
23	50	3.6791568462479036
23	52	3.385939597372845
23	55	4.310308761690598
23	56	4.19028230808443
23	59	3.2610860076269907
23	68	3.203194918708379
23	69	3.212419488577408
23	70	5.223881258061365
23	74	4.19887786497204
23	75	4.187006223174064
23	77	3.120756114865371
23	79	4.1985113027134
23	80	3.7912702423291265
23	82	4.1451924211777085
23	84	4.1660769117396566
23	87	4.167320734836871
23	89	4.457169426720085
23	91	4.844860554522674
23	94	4.178182893204355
23	98	3.128815523768083
23	99	3.093785204846952
24	25	4.801994419303592
24	30	4.5827107696354465
24	33	3.5205570279619174
24	36	4.465722675474762
24	39	4.416365334518707
24	40	4.421468807360087
24	41	3.4642347377636
24	42	3.43021332088372
24	46	4.364703015253522
24	50	3.390400206302188
24	52	4.280891774196668
24	55	4.302239290081428
24	56	4.322326246710651
24	57	3.265070350869381
24	59	3.545275019507826
24	68	3.1560954879057252
24	69	3.260701770071458
24	70	4.109350133675029
24	74	5.100693588856585
24	75	4.153735824068976
24	77	3.1591867216846747
24	79	3.0713565885273044
24	80	3.881139582524074
24	82	4.464919844979159
24	84	3.066980271557977
24	87	4.040361338058781
24	88	3.0491002528001534
24	89	4.118909503866905
24	91	3.9462232682485565
24	94	4.1400585225705
24	98	3.0485204719054924
24	99	3.0804241075847747
25	30	4.624030976970241
25	33	3.669663260835871
25	36	4.765086425514798
25	39	4.542586876794142
25	40	4.486735005314431
25	41	3.460921067958579
25	42	3.455278399197116
25	46	4.426877085564407
25	50	3.349380253043381
25	52	3.4157764491848437
25	55	4.336221200698869
25	56	4.21441745184873
25	59	3.2820834116995337
25	68	3.2391488565947375
25	69	3.2294858446896226
25	70	4.259258663310877
25	74	4.214926620831435
25	75	4.520483475605731
25	77	3.1357000247194953
25	79	3.2339132710510565
25	80	3.8052968325395775
25	82	4.158616523565231
25	84	3.197347589480443
25	87	4.181972957211073
25	89	4.108190317050109
25	91	3.8750470707237428
25	94	4.056454876850297
25	98	3.1705095594964585
25	99	3.104647550412249
26	27	4.823008678471568
26	28	3.7501637241035244
26	31	3.7129307529436386
26	32	3.3945237194142623
26	34	4.294796568101436
26	35	4.641870802055614
26	37	3.616190662315781
26	38	3.543123083219473
26	43	4.098030568587429
26	44	3.47921291722426
26	45	3.5018825970574197
26	47	4.50535139704786
26	48	3.8526779376002427
26	49	4.325334347210731
26	51	3.465683665221243
26	53	3.4143532189668475
26	54	2.990206408059257
26	58	3.9669964855643505
26	60	3.019846120989862
26	61	3.6448161300186452
26	62	3.286634650566358
26	63	3.7331985203202436
26	64	3.2751649051804304
26	65	3.235306640311599
26	66	3.161309245396894
26	67	3.561021079113683
26	71	3.238516844279011
26	73	4.077632685213747
26	76	3.127792582460455
26	83	3.1932596661419237
26	85	2.9684498739880825
26	86	3.1793731941143393
26	88	3.1826280806856033
26	90	4.183038705685768
26	92	4.141970975359942
26	93	4.1663930190389635
26	95	2.987103968195626
26	96	3.288579997309907
26	97	3.1770727120481377
27	28	3.919892145704739
27	31	4.22154356176759
27	32	4.549059059711287
27	33	2.860643541164502
27	34	4.4415980737062615
27	35	4.791680535676842
27	37	4.125287976682182
27	38	3.6769765107055736
27	43	4.164914752959194
27	44	3.730479780334045
27	45	3.596820196011683
27	47	4.981955710863597
27	48	3.587097314046966
27	49	4.429214804300836
27	50	2.8737084172593748
27	51	3.551988437174609
27	53	4.5123530238779646
27	54	3.079232447544532
27	58	4.17961264132083
27	60	3.039766923647691
27	61	3.347052964485034
27	62	3.3329978170091237
27	63	3.322092138945947
27	64	3.3269493997015926
27	66	3.2276450944786266
27	67	3.259428561587995
27	71	3.6682625661393
27	73	4.13635109926323
27	76	2.813033750991145
27	79	3.248208774573179
27	83	3.2214775095155237
27	85	3.0157420589030473
27	86	3.580759155247516
27	88	3.2143989428180775
27	90	4.582333797719106
27	92	4.323210610166948
27	93	4.562674231273258
27	95	3.028353915559533
27	96	3.18147543719315
27	97	3.3400703841350854
28	31	3.8550782350669563
28	32	3.6140961252964487
28	34	3.504690951814126
28	35	3.916029423812766
28	37	3.81564471605453
28	38	3.746742673581659
28	43	3.213786759428249
28	44	3.6611283597990725
28	45	3.58572240632744
28	47	3.6026041155901525
28	48	3.5745397538505026
28	49	3.487422850946686
28	51	4.5385954686749646
28	53	3.535050604538399
28	54	3.2594531806422786
28	58	3.0875064136274655
28	60	3.082595180821478
28	61	3.362054531331939
28	62	3.31129199374789
28	63	3.300421088049954
28	64	3.8304656335791214
28	66	3.6457831759385404
28	67	3.3109532241471005
28	71	3.308416650259998
28	73	3.1853120713860053
28	76	2.846522964731455
28	83	3.1960256061687833
28	85	3.056239597756507
28	86	3.186717876006055
28	88	3.5552642252144393
28	90	3.1872715815354598
28	92	3.229502303980874
28	93	3.1668935488374896
28	95	3.0710948494874293
28	96	3.1539286223632663
28	97	3.1761578955322696
29	30	2.8757076117509652
29	95	3.0112203264094957
30	33	3.9234186743038624
30	36	4.851446729899391
30	37	2.871034348412591
30	39	4.769963292403885
30	40	5.884243294021122
30	41	3.7679963940737577
30	42	3.754689550468739
30	46	4.6734306482521415
30	50	3.607412903205308
30	52	3.564235478340466
30	55	4.556639245484918
30	56	5.432676977193356
30	59	3.3973878789860024
30	62	2.897714330998978
